
Graph 1, order 15000.
8205 : 1983 5259 8474 12209;
8206 : 1985 13940 7523 7022;
8207 : 12044 1088 13128 14901;
8208 : 6154 6445 8935 11581;
8209 : 7124 686 12990 6256;
8210 : 9607 2180 4065 7565;
8211 : 12895 343 10805 4682;
8212 : 33 10438 7720 635;
8213 : 593 2614 12301 14217;
8214 : 1490 3257 14748 10135;
8215 : 9695 6833 5387 6684;
8216 : 11649 2539 10605 5830;
8217 : 3164 14100 5376 9026;
8218 : 14161 10475 831 689;
8219 : 14452 13609 7234 5652;
8220 : 9260 7002 7958 3091;
8221 : 8469 12802 13949 13792;
8222 : 8509 4656 2749 5223;
8223 : 4494 4704 4476 4137;
8224 : 8872 13925 952 7048;
8225 : 9405 6005 11295 10803;
8226 : 9959 14863 13840 3736;
8227 : 1713 9435 3862 4452;
8228 : 7147 3831 10071 11397;
8229 : 5595 12927 5811 9640;
8230 : 9781 12582 12215 11245;
8231 : 894 7204 10950 5141;
8232 : 11645 14820 4277 5258;
8233 : 3591 11807 4280 1151;
8234 : 5911 10631 9822 13858;
8235 : 2143 14652 5761 14736;
8236 : 8799 13913 3928 10459;
8237 : 11320 2772 8159 4789;
8238 : 9330 2473 6902 14074;
8239 : 12476 6639 7107 10672;
8240 : 7520 14607 7472 5838;
8241 : 394 9584 9133 4003;
8242 : 2991 3212 2716 7067;
8243 : 7111 11206 14713 7620;
8244 : 6522 11089 7513 10873;
8245 : 9422 3659 1018 2799;
8246 : 7258 2969 5226 4531;
8247 : 10266 8157 2389 13407;
8248 : 8369 8668 2936 3230;
8249 : 11240 9302 9755 7355;
8250 : 9044 3905 12417 14243;
8251 : 7536 5374 1275 3309;
8252 : 7579 12823 5966 9523;
8253 : 7063 8492 14341 6578;
8254 : 12785 4997 10743 1728;
8255 : 10562 2045 12981 938;
8256 : 14948 7569 3851 2742;
8257 : 5352 11254 11022 14245;
8258 : 11202 2178 12997 311;
8259 : 3568 8655 2912 459;
8260 : 13587 7379 3231 9284;
8261 : 540 205 3057 6017;
8262 : 12484 7104 7170 1503;
8263 : 7958 14071 1308 13737;
8264 : 4276 8037 2063 3360;
8265 : 7473 3189 13046 2668;
8266 : 5178 11440 2714 7827;
8267 : 2307 8555 3355 12052;
8268 : 12088 8144 14842 973;
8269 : 9303 3480 1150 395;
8270 : 4477 11946 1770 13550;
8271 : 7400 9295 10458 5076;
8272 : 1897 2179 11658 521;
8273 : 5102 9164 13038 7800;
8274 : 3477 13748 1795 229;
8275 : 11493 10069 6173 14263;
8276 : 8323 13986 13895 6716;
8277 : 384 61 10244 12744;
8278 : 11402 14730 14790 10147;
8279 : 4223 14906 4410 5382;
8280 : 12271 13928 9455 2326;
8281 : 12637 13097 14518 7081;
8282 : 14393 12369 14861 12971;
8283 : 12095 12898 11569 13858;
8284 : 153 1288 6532 12506;
8285 : 8042 6786 1143 6650;
8286 : 143 3448 4512 781;
8287 : 9688 11105 6953 8808;
8288 : 9548 12168 4197 8460;
8289 : 1810 9899 7898 14485;
8290 : 8490 9777 9391 7895;
8291 : 14278 11251 5619 14647;
8292 : 1363 7171 3959 1879;
8293 : 4077 10497 4094 8650;
8294 : 11693 6416 8147 12436;
8295 : 4764 8385 11456 819;
8296 : 7290 10803 12717 11269;
8297 : 6628 338 12179 8123;
8298 : 11417 14702 8158 12905;
8299 : 4755 6992 11633 6000;
8300 : 11798 11200 7263 4858;
8301 : 4741 11827 268 7012;
8302 : 7390 3842 890 11069;
8303 : 13894 7599 13729 11861;
8304 : 10637 9726 11580 7249;
8305 : 10622 13994 2184 12464;
8306 : 14165 10769 4637 9463;
8307 : 13096 5779 11063 4022;
8308 : 14177 5327 9432 2812;
8309 : 8019 7160 10252 4198;
8310 : 6834 1568 7755 10406;
8311 : 8656 11190 14026 13837;
8312 : 6496 5860 985 7039;
8313 : 10781 5413 8392 14331;
8314 : 9837 1674 9297 11314;
8315 : 7430 3721 6243 3447;
8316 : 10521 6092 1469 12959;
8317 : 4474 14399 8031 14968;
8318 : 13170 9265 793 2506;
8319 : 5189 784 5333 9871;
8320 : 14862 3657 9980 12379;
8321 : 2360 14665 7407 11786;
8322 : 8746 10807 400 7581;
8323 : 8761 7787 14195 8276;
8324 : 6898 1472 12316 13923;
8325 : 12503 568 13576 7087;
8326 : 9855 2273 8678 11512;
8327 : 7837 3129 6808 11016;
8328 : 7999 6023 14873 14664;
8329 : 14221 6610 11441 6041;
8330 : 14409 14111 3542 1086;
8331 : 10518 11232 8372 11921;
8332 : 10278 6734 11857 8971;
8333 : 12246 6390 7124 5186;
8334 : 7906 1645 11447 13689;
8335 : 5236 13446 13577 5856;
8336 : 10638 274 6361 13283;
8337 : 11763 10309 12451 7104;
8338 : 417 13178 12441 12125;
8339 : 11833 13578 8787 11795;
8340 : 14033 2282 9440 8127;
8341 : 5951 14406 14768 6770;
8342 : 13625 196 5639 7859;
8343 : 9924 6998 6028 5717;
8344 : 5015 7793 13767 2439;
8345 : 3875 14046 4659 4129;
8346 : 12526 6897 10847 8930;
8347 : 4912 11458 4494 140;
8348 : 7178 11158 5798 1898;
8349 : 12290 128 8612 435;
8350 : 7520 2848 4917 13194;
8351 : 9820 158 6574 5764;
8352 : 10726 12509 11488 14222;
8353 : 5954 8013 4270 8852;
8354 : 12669 1837 14850 6839;
8355 : 9189 5699 14257 8762;
8356 : 1399 9994 11894 4568;
8357 : 11599 10845 1776 12734;
8358 : 7932 11575 5529 12494;
8359 : 2720 6107 10784 4982;
8360 : 5288 13067 2702 12117;
8361 : 10893 6006 2788 11250;
8362 : 7652 4463 391 5339;
8363 : 5840 6204 10522 8997;
8364 : 2423 8498 7788 7201;
8365 : 13532 9511 927 12761;
8366 : 13123 7975 7474 3681;
8367 : 8560 10069 7119 8106;
8368 : 4638 411 667 4255;
8369 : 8248 8202 5020 13246;
8370 : 9814 10080 2537 5535;
8371 : 7409 12231 5886 5738;
8372 : 3617 3621 9926 8331;
8373 : 4035 5914 9106 9562;
8374 : 10678 5289 1565 10541;
8375 : 6747 11300 9058 7232;
8376 : 7168 564 13511 1531;
8377 : 12187 12276 11790 4498;
8378 : 13837 8413 7758 7879;
8379 : 807 12618 9095 13708;
8380 : 11520 14764 4786 905;
8381 : 5777 9888 8064 10124;
8382 : 5149 375 3326 5377;
8383 : 4543 12339 14083 13723;
8384 : 2262 7622 3133 3396;
8385 : 6784 8120 8295 10592;
8386 : 10664 10619 14937 10024;
8387 : 6287 288 14691 4744;
8388 : 13628 2545 808 437;
8389 : 6376 3563 2552 11261;
8390 : 7450 374 8886 6915;
8391 : 5283 893 10380 8616;
8392 : 4341 2203 8313 7488;
8393 : 10354 8610 5088 12983;
8394 : 9678 3459 12944 12523;
8395 : 11735 13027 13563 9101;
8396 : 4762 2537 7277 14727;
8397 : 7678 2247 7771 11039;
8398 : 8747 13787 6652 12860;
8399 : 2768 171 13001 14314;
8400 : 5353 14318 4155 1957;
8401 : 10279 282 5899 2604;
8402 : 14454 3398 11462 5391;
8403 : 3324 6369 11261 9583;
8404 : 2713 5498 14800 4806;
8405 : 2324 12558 6230 12174;
8406 : 13471 11040 2028 11474;
8407 : 13764 10327 7412 7242;
8408 : 5533 3467 5002 4069;
8409 : 11398 10578 6210 14112;
8410 : 8893 10433 13989 10760;
8411 : 6429 10250 10795 7097;
8412 : 1133 10965 3597 11989;
8413 : 7281 4043 8378 3820;
8414 : 2398 9720 4154 5675;
8415 : 3812 10824 9873 7622;
8416 : 8139 1243 13314 1102;
8417 : 14354 8795 14960 10034;
8418 : 9675 2655 1087 10381;
8419 : 8421 1922 9154 8927;
8420 : 4064 2585 14155 12020;
8421 : 8419 12725 14123 11690;
8422 : 12752 954 14391 6556;
8423 : 4817 2565 5199 1049;
8424 : 14583 14549 6819 895;
8425 : 5234 13205 5279 10682;
8426 : 857 10591 14302 4993;
8427 : 14732 2843 10913 12564;
8428 : 14740 5062 7249 12351;
8429 : 11211 11145 4896 8657;
8430 : 14876 6421 9567 9096;
8431 : 9533 7920 817 13411;
8432 : 13335 3292 10593 1241;
8433 : 14629 14745 8039 9040;
8434 : 1933 4594 11180 3655;
8435 : 13488 7168 13580 7356;
8436 : 4376 14443 8180 12335;
8437 : 12279 2786 10409 8884;
8438 : 3229 441 9793 9598;
8439 : 9550 1901 5815 14336;
8440 : 10852 7820 12791 13432;
8441 : 780 13710 2858 2686;
8442 : 4897 202 7927 1680;
8443 : 6337 14107 12269 11948;
8444 : 2592 104 13898 10604;
8445 : 11841 13791 11638 3924;
8446 : 1777 9188 6985 3704;
8447 : 10978 5582 5184 14012;
8448 : 12345 8738 11121 14360;
8449 : 9424 6819 4120 6511;
8450 : 8706 7199 10264 6017;
8451 : 12341 9917 10627 12554;
8452 : 9304 6279 14363 8578;
8453 : 12870 1734 5905 3020;
8454 : 5622 13832 10971 7143;
8455 : 11954 12032 12229 3025;
8456 : 14393 13102 1789 3348;
8457 : 10278 12444 314 7845;
8458 : 4252 1937 13440 2099;
8459 : 3437 13694 11117 1815;
8460 : 1623 8288 12257 9348;
8461 : 6733 14033 11867 5639;
8462 : 14170 5167 11381 1934;
8463 : 3509 13881 93 3118;
8464 : 4933 14005 11825 14003;
8465 : 2364 646 11485 4180;
8466 : 10889 14498 10244 13756;
8467 : 14217 6912 9708 13725;
8468 : 7054 6063 9363 4486;
8469 : 8221 837 3135 11090;
8470 : 2801 3290 6816 11614;
8471 : 11284 14673 2406 7464;
8472 : 4777 9675 12791 3383;
8473 : 11135 2038 11692 8086;
8474 : 8205 10547 2371 13518;
8475 : 1129 7909 1593 5026;
8476 : 9483 13322 4242 7029;
8477 : 12515 5064 2083 299;
8478 : 8891 3560 11281 8525;
8479 : 10315 5337 10291 11526;
8480 : 273 2367 10346 12662;
8481 : 9321 10767 5210 4167;
8482 : 11326 13917 12438 1224;
8483 : 8056 1161 9928 2445;
8484 : 12303 11365 4664 4792;
8485 : 8866 3555 10157 8026;
8486 : 7353 1285 7953 2557;
8487 : 2675 1380 14057 12405;
8488 : 10841 11327 695 11361;
8489 : 2378 11494 7403 12488;
8490 : 8290 10848 12934 3314;
8491 : 5695 3018 11684 5409;
8492 : 13692 7651 3833 8253;
8493 : 883 10604 2758 10959;
8494 : 4710 4011 10521 4829;
8495 : 14005 8133 14612 2494;
8496 : 3800 9776 836 6291;
8497 : 8664 14683 12204 3763;
8498 : 9748 8364 9973 10380;
8499 : 5481 4059 14887 1552;
8500 : 5727 6794 1987 12181;
8501 : 11727 11600 3834 9209;
8502 : 9933 8021 7825 13622;
8503 : 3537 5698 5365 814;
8504 : 3344 4351 13665 533;
8505 : 14016 8002 73 4577;
8506 : 1162 2380 2543 8172;
8507 : 12341 11138 11463 13943;
8508 : 9013 667 9647 7434;
8509 : 9674 2529 8222 5093;
8510 : 3297 7766 10930 5658;
8511 : 7685 12674 548 3092;
8512 : 8871 12941 14613 3089;
8513 : 7533 10387 2547 11170;
8514 : 5142 9524 8656 14597;
8515 : 7928 3891 2052 2593;
8516 : 6885 13146 10497 10650;
8517 : 1947 1752 8533 14116;
8518 : 14544 5936 2442 7279;
8519 : 301 3854 348 6687;
8520 : 10442 3258 4461 6016;
8521 : 10211 4938 6141 6845;
8522 : 3024 6352 12975 7866;
8523 : 2866 5142 10202 8778;
8524 : 6378 13959 6826 13261;
8525 : 11979 5618 6742 8478;
8526 : 3115 445 7317 1418;
8527 : 12382 14048 5005 7659;
8528 : 6759 8731 9270 586;
8529 : 3911 12916 1196 7265;
8530 : 1970 1289 12393 5585;
8531 : 13947 10102 4958 3352;
8532 : 719 583 14040 1550;
8533 : 4765 8517 1168 3849;
8534 : 14446 2674 14655 3683;
8535 : 11368 8897 10947 9375;
8536 : 8924 13119 13475 1571;
8537 : 5320 6198 4856 10211;
8538 : 14064 7622 3203 6484;
8539 : 9468 14123 8931 7346;
8540 : 2476 14413 14746 13414;
8541 : 10082 14807 12571 3375;
8542 : 12958 10553 6527 12588;
8543 : 8928 7067 1041 7896;
8544 : 14473 4570 4613 641;
8545 : 4421 14932 11181 3655;
8546 : 9249 10229 9205 14613;
8547 : 7705 12178 13611 1976;
8548 : 10583 5172 14289 11595;
8549 : 14688 465 7792 265;
8550 : 6983 9569 10137 530;
8551 : 11591 13329 12811 2125;
8552 : 13173 3857 6544 12631;
8553 : 12564 8759 4176 992;
8554 : 5768 10915 14491 9999;
8555 : 8820 8267 3169 5714;
8556 : 5835 5948 1078 13593;
8557 : 4527 1896 4781 10803;
8558 : 12965 14185 11058 7707;
8559 : 7474 3194 4557 14054;
8560 : 4840 13287 12207 8367;
8561 : 1957 3607 10017 13523;
8562 : 13121 1458 6391 2457;
8563 : 8847 8870 10561 289;
8564 : 6512 11568 2704 10877;
8565 : 6206 7083 14023 3256;
8566 : 14469 12442 4114 13569;
8567 : 3516 8718 10410 9145;
8568 : 9932 12600 8143 508;
8569 : 7953 10331 12194 11641;
8570 : 8091 5927 14865 13622;
8571 : 11718 5022 2020 1997;
8572 : 3113 10029 9910 4554;
8573 : 6062 4151 12209 119;
8574 : 14046 1042 14852 9064;
8575 : 5581 7338 14290 11179;
8576 : 9811 871 1394 1563;
8577 : 2934 14128 12539 4571;
8578 : 14826 1119 13219 8452;
8579 : 921 12722 13627 13700;
8580 : 14915 5933 10614 1919;
8581 : 559 7229 9220 14110;
8582 : 11086 13942 13938 14435;
8583 : 10712 14016 10723 12724;
8584 : 10292 11919 2803 5761;
8585 : 4167 11171 7276 10469;
8586 : 11727 13915 7387 5329;
8587 : 7743 5644 2879 11544;
8588 : 14121 12403 5163 6809;
8589 : 8142 4906 4610 10997;
8590 : 8980 14199 12720 13638;
8591 : 13926 14620 2556 8167;
8592 : 5696 10326 6018 8626;
8593 : 2946 11658 10373 10364;
8594 : 5265 1688 13947 9008;
8595 : 5267 6624 7028 3581;
8596 : 13847 12563 8809 10669;
8597 : 1351 5719 3297 5025;
8598 : 9109 12909 230 1555;
8599 : 8717 10889 10994 10612;
8600 : 14511 3960 10350 9591;
8601 : 3652 5968 7234 10186;
8602 : 4390 10482 2815 6057;
8603 : 6322 522 14969 13374;
8604 : 14110 2258 12880 558;
8605 : 6853 2630 10813 10094;
8606 : 12194 5605 6103 10310;
8607 : 3211 5261 13780 6879;
8608 : 7480 670 2353 14849;
8609 : 3256 11656 13061 9071;
8610 : 8664 3267 1740 8393;
8611 : 3781 9251 14159 6769;
8612 : 11699 6457 8349 7736;
8613 : 11924 6533 2885 10748;
8614 : 3022 10728 1567 6188;
8615 : 9557 3990 10765 167;
8616 : 14941 13085 1141 8391;
8617 : 12031 11550 4762 13871;
8618 : 10878 3951 7264 9897;
8619 : 7677 12532 8748 3450;
8620 : 3929 9969 13092 10719;
8621 : 10865 9059 12230 1356;
8622 : 6994 13364 14377 9321;
8623 : 9449 223 10756 14962;
8624 : 11902 2313 4955 3223;
8625 : 9920 2433 12252 3215;
8626 : 13452 14731 4486 8592;
8627 : 4380 13348 10452 1604;
8628 : 12239 10348 6321 4675;
8629 : 10146 12680 2906 9121;
8630 : 3854 14019 1185 9237;
8631 : 12015 3329 5859 11119;
8632 : 5520 4343 4050 14272;
8633 : 9761 9622 11165 5140;
8634 : 7974 10329 12613 9685;
8635 : 3989 2568 11584 13932;
8636 : 9476 518 8168 12998;
8637 : 8796 5877 1603 11250;
8638 : 11799 5636 5921 11435;
8639 : 11438 2784 2663 14857;
8640 : 8982 2853 1183 10741;
8641 : 4877 10774 11896 7614;
8642 : 10812 1730 2271 11287;
8643 : 11767 7230 497 9347;
8644 : 2507 3112 11555 637;
8645 : 10804 9536 13838 4811;
8646 : 12949 9796 14458 9686;
8647 : 10946 11141 12301 13873;
8648 : 11557 10531 11151 5020;
8649 : 13937 5693 6833 9187;
8650 : 9776 8761 11370 8293;
8651 : 14791 5562 7494 1940;
8652 : 2364 10373 10165 14249;
8653 : 4873 4142 10046 8066;
8654 : 5454 350 11111 7591;
8655 : 8259 12526 1592 14947;
8656 : 4566 8311 8514 3139;
8657 : 7607 8429 3764 2842;
8658 : 13991 14478 11651 3050;
8659 : 12949 10077 3180 7731;
8660 : 8726 4831 13302 10532;
8661 : 5813 13124 12863 11650;
8662 : 2296 822 10305 3964;
8663 : 6430 14700 2445 11367;
8664 : 12703 8610 8497 8117;
8665 : 10854 7832 6563 14681;
8666 : 14979 3579 10384 1377;
8667 : 9061 6347 8899 2071;
8668 : 1904 8248 12579 9815;
8669 : 2359 1909 6628 46;
8670 : 8703 1379 14379 12425;
8671 : 6074 10341 3629 11660;
8672 : 6340 9074 9643 1756;
8673 : 3744 10875 1803 6062;
8674 : 10346 2058 9585 13089;
8675 : 7352 4748 6679 11375;
8676 : 1343 5767 12385 2948;
8677 : 13453 347 7795 4990;
8678 : 11731 14030 8326 11603;
8679 : 14436 9759 5547 7435;
8680 : 12607 13681 14616 13807;
8681 : 5411 7715 9407 10239;
8682 : 10283 10472 14165 419;
8683 : 4768 8160 12983 12452;
8684 : 6263 5231 5375 7729;
8685 : 5241 6588 7320 7372;
8686 : 10776 11897 10261 2734;
8687 : 14683 13481 12680 7061;
8688 : 10888 14632 12298 9909;
8689 : 6242 9641 5846 2735;
8690 : 2394 13480 2306 10253;
8691 : 14089 14065 10401 14856;
8692 : 10556 7461 13509 14399;
8693 : 131 9958 11785 4918;
8694 : 7870 3845 14725 5849;
8695 : 2838 5762 11812 1241;
8696 : 9068 12627 11503 12128;
8697 : 5407 10517 11102 3193;
8698 : 8956 1853 12221 9665;
8699 : 12556 12772 12695 1593;
8700 : 10857 13668 9885 12256;
8701 : 11606 2365 1191 8837;
8702 : 10629 11061 7516 7920;
8703 : 8670 2963 14206 9178;
8704 : 4711 7215 11368 1016;
8705 : 3147 1487 6695 13308;
8706 : 8450 9182 12306 14107;
8707 : 1571 13593 5300 3454;
8708 : 14223 13748 208 11101;
8709 : 14798 10806 1907 8162;
8710 : 7484 3907 10575 13925;
8711 : 6288 11993 2067 12270;
8712 : 8979 13123 7994 9613;
8713 : 14668 10764 6328 3403;
8714 : 421 12105 12473 7713;
8715 : 7547 13242 11849 10207;
8716 : 828 1632 6351 5129;
8717 : 7103 7698 8599 3738;
8718 : 12784 2712 8567 13262;
8719 : 7061 5391 3839 11694;
8720 : 6259 5072 4731 8998;
8721 : 13234 3104 12937 11047;
8722 : 2018 10900 12933 10340;
8723 : 7166 12415 9907 8773;
8724 : 9993 5624 7742 721;
8725 : 8750 13041 1521 13468;
8726 : 13917 8660 7950 6135;
8727 : 14182 9270 13607 1410;
8728 : 933 4412 7040 6796;
8729 : 11699 425 5087 11239;
8730 : 11883 8141 2716 11414;
8731 : 12191 7759 8528 7940;
8732 : 4209 9373 14578 13343;
8733 : 10931 12593 3279 9261;
8734 : 13251 7574 11159 12482;
8735 : 9348 6685 7559 5724;
8736 : 4577 12438 6725 5208;
8737 : 1130 6656 12852 3176;
8738 : 5592 511 8448 12662;
8739 : 9859 13198 7677 7803;
8740 : 11762 6810 5809 9184;
8741 : 5280 9248 14747 12514;
8742 : 13416 1374 3845 7704;
8743 : 238 12162 10705 12100;
8744 : 11859 13889 8868 9828;
8745 : 13210 3532 190 7896;
8746 : 11127 11781 1494 8322;
8747 : 12270 8398 4311 12999;
8748 : 8055 1100 8619 6550;
8749 : 8917 10359 11730 13095;
8750 : 7978 4952 11273 8725;
8751 : 457 5322 2774 3651;
8752 : 6768 9618 6421 14374;
8753 : 2710 11358 454 7628;
8754 : 7937 11921 13473 13506;
8755 : 10598 7773 13611 6548;
8756 : 11610 8773 14319 14930;
8757 : 2845 14968 4420 7170;
8758 : 4528 6854 7304 4123;
8759 : 10912 14709 8553 6899;
8760 : 13088 1759 1488 13964;
8761 : 4116 12464 8650 8323;
8762 : 235 11363 8355 11763;
8763 : 1297 13321 8096 13180;
8764 : 7369 3305 2507 3380;
8765 : 11213 10130 10974 1589;
8766 : 5691 11442 10231 9651;
8767 : 6397 3791 14180 5726;
8768 : 10031 13079 9661 13592;
8769 : 9089 11520 12702 4028;
8770 : 9300 4470 13786 9228;
8771 : 10453 10112 13339 4673;
8772 : 9910 751 12745 2578;
8773 : 6272 13827 8723 8756;
8774 : 12135 6781 5384 4585;
8775 : 3260 9875 4487 331;
8776 : 11469 7486 448 3818;
8777 : 3049 13536 10448 10243;
8778 : 2016 11012 1065 8523;
8779 : 12661 9060 2368 5604;
8780 : 3976 4274 3995 13322;
8781 : 7984 4387 4634 11991;
8782 : 10491 2485 3459 11841;
8783 : 7795 5551 14717 6829;
8784 : 6234 13156 10705 13136;
8785 : 9774 12120 8184 1215;
8786 : 130 11764 1855 11830;
8787 : 13232 809 8339 2678;
8788 : 12534 3142 11076 6472;
8789 : 7144 14661 13274 2684;
8790 : 3420 9275 11303 14726;
8791 : 12386 13241 13927 3908;
8792 : 5873 11379 11414 1478;
8793 : 4771 13244 6870 13723;
8794 : 13707 4301 12058 9844;
8795 : 9648 8417 9807 6683;
8796 : 12623 8637 5820 12891;
8797 : 2747 11524 1467 4891;
8798 : 9507 6027 6364 9225;
8799 : 5915 7698 8236 11574;
8800 : 322 6856 4951 5361;
8801 : 5018 114 3172 6474;
8802 : 14817 13680 11668 13636;
8803 : 11150 14339 379 81;
8804 : 11930 1431 13551 14207;
8805 : 3488 599 11946 13040;
8806 : 13716 3124 6165 5397;
8807 : 13899 6775 10466 2888;
8808 : 918 12638 8287 10565;
8809 : 8596 4728 10399 6276;
8810 : 3302 13471 13108 14347;
8811 : 9288 2780 710 10464;
8812 : 3550 11373 13526 14680;
8813 : 5133 8867 10759 1046;
8814 : 11763 1127 11012 7252;
8815 : 9138 6191 12002 3773;
8816 : 2194 9412 4947 4733;
8817 : 4729 9740 12983 5735;
8818 : 11129 6324 12730 12768;
8819 : 7450 2396 4687 10886;
8820 : 8555 3966 11975 12516;
8821 : 12078 9956 2495 6755;
8822 : 7143 5342 8909 1913;
8823 : 4230 6158 1801 10349;
8824 : 2671 2722 3402 11848;
8825 : 13282 12964 9722 3539;
8826 : 10354 4826 803 5007;
8827 : 7957 14137 10162 9157;
8828 : 9912 4432 13673 8030;
8829 : 6428 2778 7207 5377;
8830 : 2112 14759 1251 7776;
8831 : 14552 3153 5146 10550;
8832 : 11591 11842 8029 7212;
8833 : 11299 11174 9669 7294;
8834 : 3864 13601 6571 3818;
8835 : 12009 6785 9419 2419;
8836 : 6549 11968 6389 14298;
8837 : 13136 9601 8701 11843;
8838 : 8169 8041 759 7544;
8839 : 5563 12211 2900 4730;
8840 : 10345 2668 5281 9134;
8841 : 13475 11142 5482 11558;
8842 : 9080 5462 2754 14216;
8843 : 7271 11338 13039 8083;
8844 : 11248 7983 12708 5516;
8845 : 7816 2954 4862 13445;
8846 : 13280 14079 9273 7451;
8847 : 13762 8071 8563 10558;
8848 : 13333 11989 11037 11331;
8849 : 1392 8155 12265 3413;
8850 : 2769 6463 10382 2800;
8851 : 5965 2724 9610 1247;
8852 : 9028 9057 8353 13282;
8853 : 8875 4977 14401 7003;
8854 : 7887 2117 9888 9827;
8855 : 12387 4668 6089 12993;
8856 : 3533 9408 7896 5239;
8857 : 14031 12969 10561 11728;
8858 : 4996 9150 45 12282;
8859 : 10410 4257 13343 6093;
8860 : 3169 5408 12888 14170;
8861 : 9386 6787 11004 6916;
8862 : 10033 5696 10740 13071;
8863 : 6522 11191 10102 12388;
8864 : 13465 5830 5033 6692;
8865 : 2975 6002 13378 14038;
8866 : 6777 5817 8485 10426;
8867 : 9298 8813 6230 5859;
8868 : 1239 14543 2319 8744;
8869 : 11532 7144 8057 14637;
8870 : 8563 7859 6634 3879;
8871 : 6189 8512 9052 1709;
8872 : 8224 14117 3250 11080;
8873 : 4758 2525 7396 14335;
8874 : 4673 12677 12300 8066;
8875 : 3827 8853 13159 11428;
8876 : 13989 14060 4530 2174;
8877 : 5024 1851 14779 4221;
8878 : 9684 13990 953 11812;
8879 : 2120 9292 14588 11640;
8880 : 5085 1760 380 691;
8881 : 3133 12312 2436 8922;
8882 : 10280 14533 10755 2356;
8883 : 10656 14778 14129 6044;
8884 : 13030 8437 11615 2539;
8885 : 1248 11136 10885 14360;
8886 : 13169 13563 8390 10217;
8887 : 12579 7461 6644 2605;
8888 : 9545 13363 121 6277;
8889 : 7901 13631 7998 10763;
8890 : 2722 5103 5456 9409;
8891 : 4214 13393 8478 1391;
8892 : 5895 14204 11203 10681;
8893 : 8410 8141 3586 10193;
8894 : 11544 4747 13137 4660;
8895 : 2790 14893 1455 8025;
8896 : 13971 14120 9297 9083;
8897 : 13754 8535 7043 5144;
8898 : 6281 6392 13044 7018;
8899 : 8667 9256 7779 11085;
8900 : 10819 64 13758 5278;
8901 : 9446 13657 11187 14102;
8902 : 327 4469 9781 340;
8903 : 11172 7820 11386 9836;
8904 : 3835 11520 6061 8082;
8905 : 7791 11009 12931 1204;
8906 : 5430 14094 14827 6536;
8907 : 5133 11636 7456 923;
8908 : 4250 5748 10706 3740;
8909 : 486 10306 14097 8822;
8910 : 9163 2224 1829 4788;
8911 : 9620 1756 1808 4772;
8912 : 14093 11854 4471 11891;
8913 : 14231 6349 2477 9349;
8914 : 11800 1194 14997 785;
8915 : 633 10093 2297 3522;
8916 : 12505 5241 9390 3917;
8917 : 2269 8749 2151 9841;
8918 : 14676 12186 1809 85;
8919 : 11028 13271 13387 14515;
8920 : 1767 10895 5431 8020;
8921 : 1362 11274 5197 14757;
8922 : 1105 8881 13175 13598;
8923 : 923 11351 1982 7279;
8924 : 8536 3670 548 58;
8925 : 673 2844 7559 1870;
8926 : 130 7830 12557 11636;
8927 : 544 10650 8419 2989;
8928 : 3738 8543 7459 11955;
8929 : 9530 19 10973 9473;
8930 : 8346 678 13685 10424;
8931 : 6490 13654 870 8539;
8932 : 6703 1510 12795 9606;
8933 : 411 3768 7888 1257;
8934 : 6449 1729 6557 7716;
8935 : 4381 8208 6402 8968;
8936 : 7675 7556 11583 11968;
8937 : 2430 13231 7983 5958;
8938 : 11804 8961 12315 5734;
8939 : 12192 7889 1031 9540;
8940 : 13655 13579 10573 11647;
8941 : 12815 10586 2846 14610;
8942 : 4192 908 14902 10457;
8943 : 13106 12684 11104 13649;
8944 : 1240 5332 11798 6980;
8945 : 5643 10267 11754 12800;
8946 : 5393 6529 14186 13693;
8947 : 12345 6378 13334 12659;
8948 : 7906 14926 14939 2995;
8949 : 14170 1682 7977 10950;
8950 : 2604 14321 5245 2321;
8951 : 5219 3144 1652 12974;
8952 : 3882 3298 4765 863;
8953 : 14470 5947 14811 10697;
8954 : 7997 10639 103 9438;
8955 : 1349 588 6042 9893;
8956 : 8698 6701 11424 13330;
8957 : 4432 2024 7808 1420;
8958 : 11857 5194 7728 1995;
8959 : 14451 10371 13474 5694;
8960 : 7200 11697 13234 11010;
8961 : 8938 10062 6517 14474;
8962 : 4167 10217 14324 5396;
8963 : 4439 3807 1360 5052;
8964 : 3840 12589 12585 12064;
8965 : 9225 9085 1164 8074;
8966 : 11510 6585 3196 11848;
8967 : 4965 7700 4769 9067;
8968 : 12629 4441 8187 8935;
8969 : 4863 10333 6951 2471;
8970 : 7433 11944 3632 10440;
8971 : 13013 9666 9261 8332;
8972 : 5478 1206 12152 82;
8973 : 7865 9762 13333 14497;
8974 : 12685 730 14788 5025;
8975 : 13337 12280 13747 9854;
8976 : 10245 6544 9220 10188;
8977 : 2158 14565 3972 13152;
8978 : 9326 3188 13449 12088;
8979 : 1129 7900 8712 11470;
8980 : 12704 14689 934 8590;
8981 : 11554 5672 13040 7341;
8982 : 10297 8640 12846 46;
8983 : 13533 12175 10897 5881;
8984 : 7895 7615 1328 9382;
8985 : 13514 5995 12702 2142;
8986 : 847 6571 5019 11510;
8987 : 534 3692 1785 9808;
8988 : 14087 11082 12901 7308;
8989 : 13720 5748 9241 14522;
8990 : 13327 12037 12955 5597;
